meetingName,meetingDate,raceNumber,runnerNumber,Unnamed: 0,location,weatherCondition,trackCondition,raceName,raceStartTime,raceDistance,trackDirection,raceClassConditions,runnerName,riderName,finishingPosition,FixedWinOpen,FixedWinClose,overall (runner starts),track (runner starts),firm (runner starts),good (runner starts),dead (runner starts),slow (runner starts),soft (runner starts),heavy (runner starts),distance (runner starts),classSame (runner starts),classStronger (runner starts),firstUp (runner starts),secondUp (runner starts),trackDistance (runner starts),overall (runner wins),track (runner wins),firm (runner wins),good (runner wins),dead (runner wins),slow (runner wins),soft (runner wins),heavy (runner wins),distance (runner wins),classSame (runner wins),classStronger (runner wins),firstUp (runner wins),secondUp (runner wins),trackDistance (runner wins),overall (runner placings),track (runner placings),firm (runner placings),good (runner placings),dead (runner placings),slow (runner placings),soft (runner placings),heavy (runner placings),distance (runner placings),classSame (runner placings),classStronger (runner placings),firstUp (runner placings),secondUp (runner placings),trackDistance (runner placings),track (trainer starts),region (trainer starts),last30Days (trainer starts),last12Months (trainer starts),jockey (trainer starts),track (trainer wins),region (trainer wins),last30Days (trainer wins),last12Months (trainer wins),jockey (trainer wins),track (trainer placings),region (trainer placings),last30Days (trainer placings),last12Months (trainer placings),jockey (trainer placings),track (rider starts),region (rider starts),last30Days (rider starts),last12Months (rider starts),runner (rider starts),track (rider wins),region (rider wins),last30Days (rider wins),last12Months (rider wins),runner (rider wins),track (rider placings),region (rider placings),last30Days (rider placings),last12Months (rider placings),runner (rider placings)
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,7,9,,,,,DAVALI HANDICAP,02/02/2022 05:50:00 PM,1000,,BM-72,STORMBORN,Joshua Parr,,-1.0,-1.0,13,2,0,8,9,2,4,1,13,3,2,4,3,2,2,0,0,1,0,1,1,0,2,0,0,1,0,0,7,0,0,5,6,1,2,0,7,1,2,2,1,0,46,209,30,493,138,10,27,5,70,23,8,50,10,126,44,61,338,35,590,2,7,32,3,80,1,13,89,15,168,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,7,8,,,,,DAVALI HANDICAP,02/02/2022 05:50:00 PM,1000,,BM-72,SO SAY YOU,Brock Ryan,,-1.0,-1.0,19,0,0,10,11,4,8,1,4,0,0,4,3,0,4,0,0,2,4,0,2,0,0,0,0,0,0,0,5,0,0,4,3,1,1,0,1,0,0,1,1,0,3,52,15,122,15,0,7,0,12,1,0,11,6,31,3,43,210,31,431,9,4,16,3,42,1,8,38,5,79,4
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,7,10,,,,,DAVALI HANDICAP,02/02/2022 05:50:00 PM,1000,,BM-72,FLASH POINT,R.KING,,-1.0,-1.0,14,0,0,5,6,5,7,2,8,0,0,3,3,0,2,0,0,0,0,1,1,1,2,0,0,1,0,0,5,0,0,3,2,2,2,0,2,0,0,1,2,0,37,153,16,384,54,3,14,2,47,5,10,35,8,94,20,82,482,53,908,3,4,39,6,78,1,25,107,7,197,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,7,5,,,,,DAVALI HANDICAP,02/02/2022 05:50:00 PM,1000,,BM-72,DUCHESS,Keagan Latham,,-1.0,-1.0,14,2,0,5,4,3,3,6,11,4,2,4,2,2,4,1,0,1,1,0,0,3,4,1,0,1,0,1,2,0,0,0,0,1,1,1,1,0,0,0,1,0,27,169,33,442,35,4,15,7,57,7,6,38,11,123,13,24,129,56,456,5,1,6,11,64,3,4,16,12,92,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,7,4,,,,,DAVALI HANDICAP,02/02/2022 05:50:00 PM,1000,,BM-72,INVINCIBLE KISS,Reece Jones,,-1.0,-1.0,53,5,0,33,34,7,14,6,50,7,7,5,3,5,7,0,0,5,4,2,2,0,7,1,1,0,0,0,19,0,0,8,12,3,8,3,19,2,1,1,1,0,7,19,10,103,11,0,0,1,8,1,0,5,2,19,2,22,164,106,845,8,3,25,16,101,2,4,29,23,211,2
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,7,7,,,,,DAVALI HANDICAP,02/02/2022 05:50:00 PM,1000,,BM-72,LEPREEZY,Brodie Loy,,-1.0,-1.0,22,1,0,15,16,3,6,1,19,0,17,7,6,1,9,0,0,6,6,2,3,0,9,0,8,4,4,0,6,1,0,5,5,0,1,0,5,0,5,0,1,1,24,137,42,333,54,2,15,5,55,12,9,30,13,84,17,6,22,44,581,2,0,2,6,75,0,1,4,16,162,1
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,7,6,,,,,DAVALI HANDICAP,02/02/2022 05:50:00 PM,1000,,BM-72,EYEWITNESS,Jason Collett,,-1.0,-1.0,8,0,0,4,5,3,4,0,6,1,0,3,2,0,4,0,0,3,4,0,1,0,4,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,3,38,15,219,10,2,7,3,42,3,0,10,6,53,1,69,507,59,859,2,14,51,9,109,2,12,117,16,227,0
RANDWICK KENSINGTON,02/02/2022 12:00:00 AM,7,1,,,,,DAVALI HANDICAP,02/02/2022 05:50:00 PM,1000,,BM-72,QUICK TEMPO,Jackson Searle,,-1.0,-1.0,6,0,0,1,3,1,3,2,6,0,0,1,1,0,5,0,0,1,2,1,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,11,146,7,0,0,1,17,2,0,0,3,21,2,0,1,67,476,2,0,0,7,55,2,0,0,16,95,0
IPSWICH,02/02/2022 12:00:00 AM,1,15,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,SOUNDS DIVINE,R.FRADD,2.0,8.0,7.5,4,0,0,1,4,0,3,0,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,17,47,11,139,7,1,2,1,12,3,2,5,0,17,1,107,330,28,526,0,11,38,3,71,0,28,69,6,118,0
IPSWICH,02/02/2022 12:00:00 AM,1,3,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,DOCTOR JACK,R.PALMER,0.0,15.0,23.0,12,2,0,7,7,2,4,1,1,9,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,1,0,0,3,2,2,2,0,11,28,4,67,38,2,4,1,8,5,3,5,0,17,12,46,78,19,322,11,2,3,1,15,0,8,13,2,65,4
IPSWICH,02/02/2022 12:00:00 AM,1,11,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,YIA MAS,Not declared,-2.0,-1.0,-1.0,3,0,1,2,2,0,0,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,9,11,5,38,0,0,0,0,4,0,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPSWICH,02/02/2022 12:00:00 AM,1,2,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,CONSTRUCTIONMASTER,A.SPINKS,0.0,8.0,9.5,3,1,0,1,3,0,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,1,0,0,2,0,0,1,0,6,12,4,43,8,3,3,1,6,1,3,4,2,12,2,76,147,26,283,1,9,11,0,20,0,13,23,4,40,1
IPSWICH,02/02/2022 12:00:00 AM,1,9,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,COUNTRY SHOWGIRL,L.V.CASSIDY,4.0,8.0,9.5,12,1,0,5,6,1,3,4,0,9,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,3,1,1,3,0,6,1,3,3,0,43,108,29,360,0,5,11,3,48,0,6,17,5,75,0,49,210,20,321,0,7,30,6,43,0,21,59,4,85,0
IPSWICH,02/02/2022 12:00:00 AM,1,8,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,MAJESTICS REQUEST,B.THORNTON,3.0,8.0,12.0,5,2,0,4,4,0,1,0,1,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,2,0,2,0,0,71,225,25,411,6,13,29,3,50,1,27,66,12,117,3,26,70,38,221,1,5,11,3,31,0,10,19,8,55,1
IPSWICH,02/02/2022 12:00:00 AM,1,12,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,CANADIAN DANCER,B.THOMPSON,1.0,2.9,2.0,2,0,0,2,2,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,2,0,1,1,0,44,168,19,326,50,11,47,5,78,15,12,43,6,88,17,88,346,77,652,0,9,36,8,84,0,24,90,20,166,0
IPSWICH,02/02/2022 12:00:00 AM,1,13,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,SHALUNA,J.BYRNE,0.0,5.5,7.5,7,0,0,3,4,3,4,0,2,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,20,137,13,171,86,2,19,0,24,18,6,35,6,46,26,71,464,41,560,1,9,67,4,81,0,30,134,16,160,0
IPSWICH,02/02/2022 12:00:00 AM,1,14,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,SHARP AND HOT,S.THORNTON,0.0,51.0,31.0,2,0,0,1,2,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,476,65,801,70,11,93,9,155,15,22,133,18,220,18,72,300,31,511,0,6,38,2,61,0,15,52,3,88,0
IPSWICH,02/02/2022 12:00:00 AM,1,10,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,TUSCAN BELLE,M.HELLYER,0.0,51.0,126.0,7,2,0,4,4,1,2,1,2,7,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,6,8,1,29,2,0,0,0,0,0,2,2,0,5,0,110,188,41,586,3,7,14,4,50,0,16,25,4,103,1
IPSWICH,02/02/2022 12:00:00 AM,1,5,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,KOWLOON GEM,J.ORMAN,0.0,26.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,143,23,254,11,4,10,2,20,1,10,33,3,61,5,105,374,13,654,0,22,66,3,128,0,23,88,1,179,0
IPSWICH,02/02/2022 12:00:00 AM,1,4,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,ENJOUEE,S.T COLLETT,0.0,8.0,21.0,2,0,0,2,2,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,73,476,65,801,14,11,93,9,155,3,22,133,18,220,2,43,115,63,708,0,11,15,11,78,0,8,19,12,140,0
IPSWICH,02/02/2022 12:00:00 AM,1,7,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,HURIWAI,J.BYRNE,-2.0,-1.0,-1.0,6,2,0,4,3,1,2,0,2,5,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,1,2,0,1,1,1,38,333,186,2344,50,9,43,22,354,11,14,91,57,614,16,71,464,41,560,2,9,67,4,81,0,30,134,16,160,2
IPSWICH,02/02/2022 12:00:00 AM,1,6,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,CEE EYE CEE,A.THOMPSON,0.0,151.0,201.0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,48,161,32,343,1,4,9,1,21,0,8,30,2,63,0
IPSWICH,02/02/2022 12:00:00 AM,1,1,,,FINE,GOOD4,TAB VENUE MODE MAIDEN PLATE,02/02/2022 02:38:00 PM,1350,,MDN-SW,BANDIT,Not declared,-2.0,-1.0,-1.0,2,2,0,2,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,118,27,314,0,5,7,1,17,0,7,18,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPSWICH,02/02/2022 12:00:00 AM,2,15,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,SUMNAMILLA,A.THOMPSON,-2.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,3,40,8,2,5,1,7,1,2,7,2,12,1,48,161,32,343,0,4,9,1,21,0,8,30,2,63,0
IPSWICH,02/02/2022 12:00:00 AM,2,3,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,THE BURGER,Not declared,-2.0,-1.0,-1.0,3,1,0,2,2,0,1,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,2,0,1,1,0,11,16,5,32,0,3,4,1,7,0,2,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPSWICH,02/02/2022 12:00:00 AM,2,11,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,CIRENCESTER,K.WILSON-TAYLOR,-2.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,16,1,0,0,0,0,0,0,2,0,3,0,73,237,35,493,0,11,34,9,80,0,14,54,6,115,0
IPSWICH,02/02/2022 12:00:00 AM,2,2,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,CRACKING THUNDER,J.LLOYD,0.0,-1.0,-1.0,3,0,0,3,3,0,0,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,2,4,40,2,0,0,0,4,1,1,1,1,8,0,66,242,22,502,1,6,33,3,67,0,18,76,9,147,0
IPSWICH,02/02/2022 12:00:00 AM,2,19,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,WHEN DOVES FLY,Not declared,-2.0,-1.0,-1.0,2,1,0,2,2,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPSWICH,02/02/2022 12:00:00 AM,2,9,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,SERENE AFFAIR,M.MURPHY,-2.0,-1.0,-1.0,9,2,0,4,7,2,5,0,8,9,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,1,0,3,3,0,0,1,1,31,66,12,131,7,8,10,0,18,1,6,13,2,30,1,6,8,15,44,0,1,2,1,3,0,0,0,2,6,0
IPSWICH,02/02/2022 12:00:00 AM,2,8,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,PRINTESSA REIGN,B.NEWPORT,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,12,0,0,0,0,1,0,1,1,0,6,0,40,42,16,244,0,0,0,1,16,0,3,3,1,30,0
IPSWICH,02/02/2022 12:00:00 AM,2,16,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,SO FIRED UP,Not declared,-2.0,-1.0,-1.0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,275,34,423,0,11,38,5,55,0,21,62,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPSWICH,02/02/2022 12:00:00 AM,2,12,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,FEAR THE NIGHT,S.T COLLETT,0.0,-1.0,-1.0,4,0,0,4,4,0,0,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,1,3,0,0,1,0,13,59,19,264,0,2,5,4,25,0,1,11,5,65,0,43,115,63,708,0,11,15,11,78,0,8,19,12,140,0
IPSWICH,02/02/2022 12:00:00 AM,2,17,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,LA FEMME DE FORTE,S.THORNTON,-2.0,-1.0,-1.0,2,1,0,2,2,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,476,65,801,70,11,93,9,155,15,22,133,18,220,18,72,300,31,511,1,6,38,2,61,0,15,52,3,88,0
IPSWICH,02/02/2022 12:00:00 AM,2,13,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,INDEEP,T.BROOKER,0.0,-1.0,-1.0,6,0,0,4,4,1,2,0,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,3,0,0,1,0,60,212,32,654,74,9,17,3,87,13,17,55,9,170,25,53,90,30,396,0,5,6,1,51,0,17,19,9,84,0
IPSWICH,02/02/2022 12:00:00 AM,2,14,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,SCREAM QUEEN,S.CORMACK,-2.0,-1.0,-1.0,8,0,0,4,4,2,4,0,8,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,2,0,3,2,1,2,0,0,3,25,3,79,6,0,2,0,8,0,1,8,1,19,2,31,77,26,267,1,2,5,1,20,0,13,28,6,74,1
IPSWICH,02/02/2022 12:00:00 AM,2,10,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,CAMPAI,M.HELLYER,-2.0,-1.0,-1.0,2,0,0,2,2,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,1,0,2,1,1,0,34,149,17,244,7,4,10,2,17,1,9,33,4,52,3,110,188,41,586,0,7,14,4,50,0,16,25,4,103,0
IPSWICH,02/02/2022 12:00:00 AM,2,5,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,IMMORAL,J.BYRNE,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,476,65,801,74,11,93,9,155,13,22,133,18,220,27,71,464,41,560,0,9,67,4,81,0,30,134,16,160,0
IPSWICH,02/02/2022 12:00:00 AM,2,4,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,GOOD BEAN,S.FAWKE,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,78,7,132,3,3,12,0,19,0,6,22,4,41,2,7,13,27,397,0,1,1,1,22,0,1,2,5,71,0
IPSWICH,02/02/2022 12:00:00 AM,2,20,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,KABALEGA,Not declared,0.0,-1.0,-1.0,19,5,0,11,13,3,5,3,8,19,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,4,1,2,1,3,6,0,4,0,0,8,10,1,24,0,0,0,0,1,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPSWICH,02/02/2022 12:00:00 AM,2,7,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,KABOOM,B.THOMPSON,0.0,-1.0,-1.0,9,0,0,6,7,1,3,0,6,7,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,1,0,2,2,1,2,0,0,28,51,15,182,7,4,5,0,21,0,5,10,5,51,3,88,346,77,652,1,9,36,8,84,0,24,90,20,166,1
IPSWICH,02/02/2022 12:00:00 AM,2,18,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,MAMA ROCKS,Not declared,0.0,-1.0,-1.0,2,0,0,0,1,1,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,16,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPSWICH,02/02/2022 12:00:00 AM,2,6,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,KIPSBAY,L.V.CASSIDY,-2.0,-1.0,-1.0,4,0,0,2,2,1,1,1,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,38,333,186,2344,21,9,43,22,354,7,14,91,57,614,5,49,210,20,321,1,7,30,6,43,0,21,59,4,85,0
IPSWICH,02/02/2022 12:00:00 AM,2,1,,,FINE,GOOD4,GREAT NORTHERN MAIDEN PLATE,02/02/2022 03:13:00 PM,1100,,MDN-SW,BAKUHATSU,Not declared,-2.0,-1.0,-1.0,4,1,0,2,3,0,1,1,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,2,2,0,1,1,0,51,195,26,430,0,7,21,3,60,0,17,53,7,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPSWICH,02/02/2022 12:00:00 AM,3,3,,,FINE,GOOD4,SIRROMET BM68 HANDICAP,02/02/2022 03:48:00 PM,800,,BM-68,REMEMBER MARY,Not declared,-2.0,-1.0,-1.0,48,8,1,35,32,6,11,1,28,3,19,8,6,7,8,0,0,4,4,1,3,1,5,0,3,2,1,0,16,3,0,12,10,3,4,0,8,1,8,1,4,3,5,5,0,38,0,0,0,0,4,0,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPSWICH,02/02/2022 12:00:00 AM,3,2,,,FINE,GOOD4,SIRROMET BM68 HANDICAP,02/02/2022 03:48:00 PM,800,,BM-68,PRINCESS BOJACK,K.WILSON-TAYLOR,0.0,-1.0,-1.0,11,1,0,10,10,0,0,1,1,0,11,3,2,1,3,1,0,2,2,0,0,1,1,0,3,1,1,1,3,0,0,3,3,0,0,0,0,0,3,1,0,0,26,61,23,260,11,5,10,0,35,6,8,20,10,79,1,73,237,35,493,0,11,34,9,80,0,14,54,6,115,0
IPSWICH,02/02/2022 12:00:00 AM,3,9,,,FINE,GOOD4,SIRROMET BM68 HANDICAP,02/02/2022 03:48:00 PM,800,,BM-68,KINGSTAR AMBER,B.ANDREW,0.0,-1.0,-1.0,26,0,0,11,12,7,10,5,0,0,6,5,5,0,3,0,0,1,1,2,2,0,0,0,0,0,1,0,8,0,0,3,4,1,3,2,0,0,0,1,2,0,20,37,5,86,31,4,4,1,13,7,5,8,1,21,7,11,17,6,45,1,2,2,1,8,0,3,4,2,11,0
IPSWICH,02/02/2022 12:00:00 AM,3,8,,,FINE,GOOD4,SIRROMET BM68 HANDICAP,02/02/2022 03:48:00 PM,800,,BM-68,COCO DIABLO,G.CARTWRIGHT,-2.0,-1.0,-1.0,12,1,0,10,4,2,2,0,1,0,0,3,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,5,3,0,0,0,1,0,0,3,1,1,10,10,4,27,4,0,0,1,1,0,1,1,0,3,2,63,132,20,417,1,5,14,0,53,0,15,25,3,94,1
IPSWICH,02/02/2022 12:00:00 AM,3,10,,,FINE,GOOD4,SIRROMET BM68 HANDICAP,02/02/2022 03:48:00 PM,800,,BM-68,AMUNGEE,B.THOMPSON,0.0,-1.0,-1.0,10,0,0,5,4,4,5,0,0,0,1,4,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,5,0,0,2,2,2,3,0,0,0,0,2,2,0,56,187,57,790,1,9,21,5,107,0,16,38,13,198,0,88,346,77,652,0,9,36,8,84,0,24,90,20,166,0
IPSWICH,02/02/2022 12:00:00 AM,3,5,,,FINE,GOOD4,SIRROMET BM68 HANDICAP,02/02/2022 03:48:00 PM,800,,BM-68,ORSETTO,T.HARRISON,0.0,-1.0,-1.0,23,8,0,17,19,2,4,2,9,2,6,5,5,7,5,3,0,5,5,0,0,0,3,0,1,2,0,3,3,1,0,3,3,0,0,0,2,1,1,0,1,1,15,17,0,45,0,3,3,0,4,0,2,2,0,6,0,6,30,9,66,2,0,0,1,3,1,2,10,4,17,0
IPSWICH,02/02/2022 12:00:00 AM,3,4,,,FINE,GOOD4,SIRROMET BM68 HANDICAP,02/02/2022 03:48:00 PM,800,,BM-68,ASK AUDREY,M.SAVVA,0.0,-1.0,-1.0,47,5,1,38,23,3,7,1,21,1,13,8,7,4,9,1,0,7,7,0,2,0,6,0,0,2,3,1,8,2,0,5,2,2,3,0,5,0,4,1,1,2,4,4,4,72,1,1,1,2,10,0,1,1,0,19,0,31,36,32,323,3,1,1,5,36,0,4,5,4,51,0
IPSWICH,02/02/2022 12:00:00 AM,3,7,,,FINE,GOOD4,SIRROMET BM68 HANDICAP,02/02/2022 03:48:00 PM,800,,BM-68,SPLASHER,N.CALLOW,-2.0,-1.0,-1.0,12,1,0,8,7,4,4,0,2,0,1,4,2,1,3,0,0,3,3,0,0,0,1,0,0,1,0,0,3,0,0,2,1,1,1,0,0,0,0,0,1,0,32,78,22,302,6,6,9,6,55,1,9,18,9,78,5,31,65,15,311,0,7,10,2,65,0,7,20,0,91,0
